#,Name,Height,Weight,Arm,Hand,Vertical,Broad,Position_Group,Converted_Height,Converted_Arm,Converted_Hand,Converted_Vertical,Converted_Broad
LB,"Riley, Duke",6004,232,32 7/8,9 1/4,"34.5""","10'2""",LB,72.5,,,34.5,122
LB,"Vallejo, Tanner",6014,228,30 1/2,9 5/8,"33.5""","10'1""",LB,73.5,,,33.5,121
LB,"Walker, Anthony",6005,238,30 3/8,9 1/2,"30.5""","9'8""",LB,72.625,,,30.5,116
LB,"Watt, T.J.",6044,252,33 1/8,11,"37""","10'8""",LB,76.5,,,37,128
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6020,242,32 3/8,9 5/8,"34.8""","9'9.5""",NA,74,,,34.8,117.5
NA,NA,6016,241,NA,NA,"33.4""","9'5.5""",NA,73.75,,,33.4,113.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"42.5""","11'7""",NA,NA,,,42.5,139
DB,"Adams, Jamal",5116,214,33 3/8,9 1/4,"31.5""","10'0""",DB,71.75,,,31.5,120
DB,"Allen, Brian",6031,215,34,10,"34.5""","9'9""",DB,75.125,,,34.5,117
DB,"Awuzie, Chidobe",5117,202,30 5/8,8 12,"34.5""","11'0""",DB,71.875,,,34.5,132
DB,"Baker, Budda",5095,195,30 5/8,9,"32.5""","9'7""",DB,69.625,,,32.5,115
DB,"Carter, Jamal",6007,218,31,9 3/8,"35""","10'2""",DB,72.875,,,35,122
DB,"Clark, Chuck",6000,208,32 1/4,9,"34""","10'2""",DB,72,,,34,122
DB,"Clark, Jeremy",6030,220,32 7/8,9 3/8,NA,NA,DB,75,,,NA,NA
DB,"Conley, Gareon",6000,195,33,9 1/2,"37""","10'9""",DB,72,,,37,129
DB,"Decoud, Treston",6017,206,33,9 1/4,"31""","9'8""",DB,73.875,,,31,116
DB,"Douglas, Rasul",6015,209,32 3/8,9 1/4,"31""","10'0""",DB,73.625,,,31,120
DB,"Elder, Corn",5097,183,31 1/4,8 3/4,"33.5""",NA,DB,69.875,,,33.5,NA
DB,"Evans, Justin",5115,199,32 7/8,9 3/4,NA,NA,DB,71.625,,,NA,NA
DB,"Ford, Jonathan",5110,205,30 1/4,8 7/8,NA,NA,DB,71,,,NA,NA
DB,"Gerry, Nate",6020,218,31 1/4,9 1/4,"30.5""","10'2""",DB,74,,,30.5,122
DB,"Griffin, Shaquill",6001,194,32 3/8,8 3/4,"38.5""","11'0""",DB,72.125,,,38.5,132
DB,"Hairston, Nate",5117,196,31,9 1/2,"35.5""","9'10""",DB,71.875,,,35.5,118
DB,"Harvey-Clemons, Josh",6040,217,35 3/8,10 3/8,NA,"10'1""",DB,76,,,NA,121
DB,"Hill, Delano",6010,216,32 1/8,9 3/8,"33.5""","9'7""",DB,73,,,33.5,115
DB,"Hooker, Malik",6010,206,32 1/4,10 3/4,NA,NA,DB,73,,,NA,NA
DB,"Humphrey, Marlon",6002,197,32 1/4,8 3/4,NA,"10'5""",DB,72.25,,,NA,125
DB,"Jackson, Adoree",5100,186,31 3/8,9 1/4,"36""","10'2""",DB,70,,,36,122
DB,"Jackson, Eddie",6003,201,32 1/4,9 1/4,NA,NA,DB,72.375,,,NA,NA
DB,"Jenkins, Rayshawn",6010,214,32 3/4,9 5/8,"37""","10'8""",DB,73,,,37,128
DB,"Jerome, Lorenzo",5104,204,30 5/8,8 5/8,NA,NA,DB,70.5,,,NA,NA
DB,"Johnson, Jadar",6003,206,32,9 1/4,"33""","9'11""",DB,72.375,,,33,119
DB,"Johnson, John",6004,208,32 1/2,9 7/8,"37""","9'11""",DB,72.5,,,37,119
DB,"Jones, Josh",6013,220,32,9 3/8,"37.5""","11'0""",DB,73.375,,,37.5,132
DB,"Jones, Sidney",6000,186,31 1/2,9 3/8,"33.5""","10'3""",DB,72,,,33.5,123
DB,"Kazee, Damontae",5102,184,30 7/8,8 5/8,"34""","10'4""",DB,70.25,,,34,124
DB,"King, Desmond",5100,201,31 1/8,9 5/8,"34""","9'9""",DB,70,,,34,117
DB,"King, Kevin",6030,200,32,9 1/2,"39.5""",NA,DB,75,,,39.5,NA
DB,"Lampkin, Ashton",6002,201,32 3/8,9 1/2,"34.5""","10'0""",DB,72.25,,,34.5,120
DB,"Langley, Brendan",6003,189,31,9 3/8,"35.5""","10'3""",DB,72.375,,,35.5,123
DB,"Lattimore, Marshon",6000,193,31 1/4,8 7/8,"38.5""","11'0""",DB,72,,,38.5,132
DB,"Lewis, Jourdan",5102,188,31 5/8,9 1/4,"34.5""","10'1""",DB,70.25,,,34.5,121
DB,"Likely, Will",5065,180,29,9 1/2,NA,NA,DB,66.625,,,NA,NA
DB,"Luani, Shalom",5113,202,32,9 3/4,"31""","9'8""",DB,71.375,,,31,116
DB,"Maulet, Art",5100,189,31 1/4,9 5/8,"34.5""","10'0""",DB,70,,,34.5,120
DB,"Maye, Marcus",6000,212,32 1/2,9 1/8,NA,NA,DB,72,,,NA,NA
DB,"Melifonwu, Obi",6037,224,32 1/2,9 1/8,"44""","11'9""",DB,75.875,,,44,141
DB,"Moreau, Fabian",6004,206,31 3/8,9,"38""","11'4""",DB,72.5,,,38,136
DB,"Myrick, Jalen",5100,200,31 5/8,8 3/4,"37.5""","10'4""",DB,70,,,37.5,124
DB,"Nicholson, Montae",6023,212,33 3/8,9 1/2,"35""","10'5""",DB,74.375,,,35,125
DB,"Robinson, Ezra",5110,189,31 1/2,8 3/4,"34""","10'10""",DB,71,,,34,130
DB,"Shelton, Sojourn",5090,177,31,8 3/8,"35""","10'0""",DB,69,,,35,120
DB,"Stribling, Channing",6012,188,31 1/2,8 1/2,"31.5""","9'6""",DB,73.25,,,31.5,114
DB,"Sutton, Cameron",5112,188,30,8 1/4,"34""","10'0""",DB,71.25,,,34,120
DB,"Tabor, Teez",6004,199,32,8 5/8,"31""","10'0""",DB,72.5,,,31,120
DB,"Tankersley, Cordrea",6012,199,32 1/4,9 1/8,"29.5""","10'1""",DB,73.25,,,29.5,121
DB,"Thompson, Tedric",6000,204,31 1/2,9 5/8,"32.5""","9'9""",DB,72,,,32.5,117
DB,"Tocho, Jack",6002,202,31 5/8,9 3/8,"35""","10'5""",DB,72.25,,,35,125
DB,"Travis, Damarius",6007,206,31 3/4,9,"32.5""","9'7""",DB,72.875,,,32.5,115
DB,"Tyson, Mike",6011,204,31 3/4,9 1/4,"33""","9'10""",DB,73.125,,,33,118
DB,"White, Marquez",5116,194,32 1/8,10 7/8,"36""","10'3""",DB,71.75,,,36,123
DB,"White, Tre'Davious",5112,192,32 1/8,9 1/8,"32""","9'11""",DB,71.25,,,32,119
DB,"Williams, Marcus",6005,202,32 1/2,9 1/2,"43.5""","10'9""",DB,72.625,,,43.5,129
DB,"Wilson, Howard",6005,184,31 3/8,9 5/8,"33.5""","9'11""",DB,72.625,,,33.5,119
DB,"Wilson, Quincy",6014,211,32 1/4,9 5/8,"32""","9'10""",DB,73.5,,,32,118
DB,"Witherspoon, Ahkello",6026,198,33,9 7/8,"40.5""","10'7""",DB,74.75,,,40.5,127
DB,"Woods, Xavier",5111,197,30 3/8,9 3/8,"33.5""","10'2""",DB,71.125,,,33.5,122
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,5115,195.8,31 3/8,9 1/8,"36.3""","10'2""",NA,71.625,,,36.3,122
NA,NA,6005,208.7,31 5/8,9 3/8,"36.2""","10'1/2""",NA,72.625,,,36.2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"45""","12'3""",NA,NA,,,45,147
PK,"Baker, Tobey",6031,210,31 5/8,9 1/4,NA,NA,SPEC,75.125,,,NA,NA
PK,"Butker, Harrison",6040,199,31 3/4,8 3/4,NA,NA,SPEC,76,,,NA,NA
PK,"Elliot, Jake",5090,167,29.0,9.0,NA,NA,SPEC,69,,,NA,NA
PK,"Gonzalez, Zane",6000,202,29 1/2,9.0,NA,NA,SPEC,72,,,NA,NA
PK,"Hunt, Hayden",6000,212,29 7/8,9 1/4,NA,NA,SPEC,72,,,NA,NA
PK,"Johnston, Cameron",5110,194,31.0,9.0,NA,NA,SPEC,71,,,NA,NA
PK,"Rehkow, Austin",6030,214,31 7/8,9 7/8,NA,NA,SPEC,75,,,NA,NA
PK,"Ukropina, Conrad",6000,190,31 3/8,9 1/8,NA,NA,SPEC,72,,,NA,NA
PK,"Vogel, Justin",6040,219,32 1/2,9.0,"34""",NA,SPEC,76,,,34,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
ST,"Holba, Colin",6040,248,33 5/8,9 5/8,"28""","9'7""",SPEC,76,,,28,115
ST,"Northnagel, Bradley",6023,243,32 1/2,10.0,"25.5""","8'3""",SPEC,74.375,,,25.5,99
QB,"Allen, Austin",6003,209,30 5/8,9 5/8,"29.5""","9'4""",QB,72.375,,,29.5,112
QB,"Allen, Josh",6047,237,33 1/4,10 1/8,"33.5""","9'11""",QB,76.875,,,33.5,119
QB,"Barrett, J.T.",6012,224,32,9 7/8,"30""","9'0""",QB,73.25,,,30,108
QB,"Benkert, Kurt",6025,218,31,9 1/2,"31""","9'4""",QB,74.625,,,31,112
QB,"Darnold, Sam",6033,221,31,9 3/8,26.5',"8'9""",QB,75.375,,,NA,105
QB,"Etling, Danny",6020,215,31,9 3/8,"30.5""","9'6""",QB,74,,,30.5,114
QB,"Falk, Luke",6035,215,32,9 1/4,"26.5""","8'7""",QB,75.625,,,26.5,103
QB,"Ferguson, Riley",6026,212,30 7/8,9 5/8,"29""","9'2""",QB,74.75,,,29,110
QB,"Flowers, Quinton",5103,210,30 7/8,9 3/4,NA,"9'4""",QB,70.375,,,NA,112
QB,"Jackson, Lamar",6022,216,33 1/8,9 1/2,NA,NA,QB,74.25,,,NA,NA
QB,"Lauletta, Kyle",6025,222,30 5/8,9 3/4,"31""","9'5""",QB,74.625,,,31,113
QB,"Lee, Tanner",6042,218,32 1/2,10,"32""","9'7""",QB,76.25,,,32,115
QB,"Litton, Chase",6050,232,32 1/4,9 3/8,"29.5""","8'10""",QB,77,,,29.5,106
QB,"Mayfield, Baker",6005,215,30 1/4,9 1/4,"29""","9'3""",QB,72.625,,,29,111
QB,"Rosen, Josh",6040,226,31 3/4,9 7/8,"31""","9'3""",QB,76,,,31,111
QB,"Rudolph, Mason",6045,235,32 3/8,9 1/8,"26""",NA,QB,76.625,,,26,NA
QB,"Shimonek, Nik",6030,225,30 3/4,9 1/4,"28.5""","8'5""",QB,75,,,28.5,101
QB,"White, Mike",6045,224,31 7/8,9 1/2,"27""","8'0""",QB,76.625,,,27,96
QB,"Woodside, Logan",6012,201,31,9 3/4,"31.5""","8'7""",QB,73.25,,,31.5,103
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6026,224,32 1/8,9 5/8,"31""","9'2""",NA,74.75,,,31,110
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"40""","10'8""",NA,NA,,,40,128
RB,"Adams, Josh",6015,213,33 3/4,9 1/4,NA,NA,RB,73.625,,,NA,NA
RB,"Ballage, Kalen",6014,228,32 3/4,9 1/2,"33.5""","10'2""",RB,73.5,,,33.5,122
RB,"Barkley, Saquon",6000,233,31 3/8,9 1/2,"41""",NA,RB,72,,,41,NA
RB,"Bawden, Nick",6020,245,30 1/2,9 1/4,NA,NA,RB,74,,,NA,NA
RB,"Chubb, Nick",5107,227,32,9 5/8,"38.5""","10'8""",RB,70.875,,,38.5,128
RB,"Coleman, Lavon",5106,223,30 1/2,9 1/4,"33""","10'0""",RB,70.75,,,33,120
RB,"Crawford, Justin",5113,202,32,9 1/8,"33.5""","10'2""",RB,71.375,,,33.5,122
RB,"Edmonds, Chase",5091,205,31 1/8,9,"34""","10'2""",RB,69.125,,,34,122
RB,"Ernsberger, Donnie",6026,255,31 5/8,9 3/4,"31""","9'6""",RB,74.75,,,31,114
RB,"Flowers, Dimitri",6017,248,30 3/4,9 1/4,"30.5""","9'1""",RB,73.875,,,30.5,109
RB,"Franklin, Jarvion",5114,225,31 1/4,9 1/4,"30""","9'1""",RB,71.5,,,30,109
RB,"Freeman, Royce",5114,229,32,9 1/2,"34""","9'10""",RB,71.5,,,34,118
RB,"Guice, Derrius",5104,224,30 3/4,9,"31.5""",NA,RB,70.5,,,31.5,NA
RB,"Hicks, Kyle",5095,202,32 1/2,9 1/2,"36.5""","10'2""",RB,69.625,,,36.5,122
RB,"Hines, Nyheim",5083,198,30 3/4,8 7/8,"35.5""","9'11""",RB,68.375,,,35.5,119
RB,"Jackson, Justin",6000,193,30 5/8,9 1/4,"38.5""","10'2""",RB,72,,,38.5,122
RB,"Johnson, Kerryon",5114,213,32 1/2,9 3/4,"40""","10'6""",RB,71.5,,,40,126
RB,"Jones, Ronald",5110,205,31,8 3/4,"36.5""",NA,RB,71,,,36.5,NA
RB,"Kelly, John",5097,216,31 3/8,9 3/8,"35""","10'0""",RB,69.875,,,35,120
RB,"Michel, Sony",5105,214,31 1/4,9 1/8,NA,NA,RB,70.625,,,NA,NA
RB,"Nall, Ryan",6021,232,31 1/2,10,"33""","10'2""",RB,74.125,,,33,122
RB,"Penny, Rashaad",5110,220,31 1/4,9 1/4,"32.5""","10'0""",RB,71,,,32.5,120
RB,"Pettway, Kamryn",5116,235,31 1/4,9 1/2,"33.5""","9'8""",RB,71.75,,,33.5,116
RB,"Richard, Demario",5086,218,28 3/4,9 1/4,"29.5""","9'7""",RB,68.75,,,29.5,115
RB,"Scarbrough, Bo",6013,228,33 1/2,10,"40""","10'9""",RB,73.375,,,40,129
RB,"Thomas, Roc",5101,198,31 5/8,9 1/4,"35.5""","10'5""",RB,70.125,,,35.5,125
RB,"Wadley, Akrum",5097,194,29 1/2,8 1/4,"32""",NA,RB,69.875,,,32,NA
RB,"Walton, Mark",5095,202,30,9 1/4,"31.5""","9'10""",RB,69.625,,,31.5,118
RB,"Warren, Chris",6020,250,32,10,"33""","10'1""",RB,74,,,33,121
RB,"Wilkins, Jordan",6005,216,30 1/8,9 3/8,"36""","9'9""",RB,72.625,,,36,117
RB,"Williams, Darrel",5115,229,31,9 3/8,"32""","9'1""",RB,71.625,,,32,109
RB,"Wilson, Jeffrey",5114,210,31 1/2,9 1/4,NA,NA,RB,71.5,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,5105,213.3,"31""",9 1/4,"35.1""","9'11""",NA,70.625,,,35.1,119
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"43""","11'3""",NA,NA,,,43,135
WO,"Ateman, Marcell",6044,216,32 7/8,9,"34""","10'1""",WR,76.5,,,34,121
WO,"Berrios, Braxton",5085,184,28,9 1/4,NA,NA,WR,68.625,,,NA,NA
WO,"Burnett, Deontay",5115,186,31 1/2,8 5/8,NA,NA,WR,71.625,,,NA,NA
WO,"Cain, Deon",6017,202,33,8 3/4,"33.5""","9'7""",WR,73.875,,,33.5,115
WO,"Callaway, Antonio",5105,200,31 1/2,9 1/2,"38.5""","10'1""",WR,70.625,,,38.5,121
WO,"Cantrell, Dylan",6027,226,31 3/8,9 1/4,"38.5""","10'10""",WR,74.875,,,38.5,130
WO,"Carrington, Darren",6022,199,32 3/4,10 3/8,"36""","10'0""",WR,74.25,,,36,120
WO,"Chark, D.J.",6027,199,32 3/8,9 1/4,"40""","10'9""",WR,74.875,,,40,129
WO,"Cobbs, Simmie",6031,220,32,9 1/4,"30""","9'5""",WR,75.125,,,30,113
WO,"Coutee, Keke",5096,181,29 7/8,8 3/8,"34.5""","9'5""",WR,69.75,,,34.5,113
WO,"Foster, Robert",6015,196,32 1/8,9 1/4,"31""","9'8""",WR,73.625,,,31,116
WO,"Gallup, Michael",6006,205,31 1/2,9 1/4,"36""","10'2""",WR,72.75,,,36,122
WO,"Grayson, Davon",6006,187,31 3/8,9 3/8,"34.5""","10'4""",WR,72.75,,,34.5,124
WO,"Hamilton, Daesean",6005,203,31,9 3/8,"34.5""","9'10""",WR,72.625,,,34.5,118
WO,"Henderson, Quadree",5080,190,29 1/2,9 7/8,"32.5""","10'0""",WR,68,,,32.5,120
WO,"James, Richie",5101,178,31 1/4,9 1/4,"35.5""","10'2""",WR,70.125,,,35.5,122
WO,"Kirk, Christian",5103,201,30 3/8,9 7/8,"35.5""","9'7""",WR,70.375,,,35.5,115
WO,"Lacy, Chris",6030,205,31 1/4,9 3/4,"33.5""","10'0""",WR,75,,,33.5,120
WO,"Lasley, Jordan",6010,203,32 3/4,9 5/8,"34.5""","9'4""",WR,73,,,34.5,112
WO,"Lazard, Allen",6045,225,32 1/4,9 3/4,"38""","10'2""",WR,76.625,,,38,122
WO,"Martin, Tavares",6005,185,32 1/8,9 1/8,"31.5""",NA,WR,72.625,,,31.5,NA
WO,"McCloud, Ray-Ray",5094,190,30 1/4,9 1/4,"34.5""","9'5""",WR,69.5,,,34.5,113
WO,"Miller, Anthony",5111,201,31 5/8,10,NA,NA,WR,71.125,,,NA,NA
WO,"Mitchell, Steven",5102,189,30 3/8,9 3/8,"32.5""","10'1""",WR,70.25,,,32.5,121
WO,"Moore, D.J.",6000,210,31 5/8,9,"39.5""",11',WR,72,,,39.5,132
WO,"Moore, J'Mon",6025,207,32 7/8,9 3/8,"38""","10'0""",WR,74.625,,,38,120
WO,"Pettis, Dante",6004,186,32 1/4,9 1/2,NA,NA,WR,72.5,,,NA,NA
WO,"Phillips, Cam",6000,195,30 1/2,8 7/8,NA,NA,WR,72,,,NA,NA
WO,"Pringle, Byron",6010,205,32,9 1/4,"33.5""","10'0""",WR,73,,,33.5,120
WO,"Quinn, Trey",5113,203,30 3/4,10 1/8,"33.5""","9'8""",WR,71.375,,,33.5,116
WO,"Ridley, Calvin",6004,189,31 5/8,9 1/8,"31""","9'2""",WR,72.5,,,31,110
WO,"Robertson, Korey",6005,212,32 7/8,9 1/8,"34""","10'3""",WR,72.625,,,34,123
WO,"Scott, Jaleel",6046,218,33 1/2,10,"34.5""","10'4""",WR,76.75,,,34.5,124
WO,"Smith, Tre'Quan",6020,210,33 3/8,9 1/2,"37.5""","10'10""",WR,74,,,37.5,130
WO,"St. Brown, Equanimeous",6046,214,33,9 3/4,NA,NA,WR,76.75,,,NA,NA
WO,"Sutton, Courtland",6033,218,32 3/8,9 3/4,"35.5""","10'4""",WR,75.375,,,35.5,124
WO,"Tate, Auden",6047,228,33 3/4,9 3/8,"31""","9'4""",WR,76.875,,,31,112
WO,"Valdes-Scantling, Marquez",6040,206,32 1/4,10,"30.5""","10'4""",WR,76,,,30.5,124
WO,"Washington, James",5110,213,32 3/8,9 3/4,"34.5""","10'0""",WR,71,,,34.5,120
WO,"Weah, Jester",6020,210,31 1/8,9 5/8,"38""","10'9""",WR,74,,,38,129
WO,"White, Ka'Raun",6010,199,32 1/4,9 5/8,"33.5""","9'10""",WR,73,,,33.5,118
WO,"Wieneke, Jake",6040,221,33,9 7/8,"34""","9'6""",WR,76,,,34,114
WO,"Wilson, Cedrick",6022,188,31 1/2,9 3/4,"37""","10'1""",WR,74.25,,,37,121
WO,"Wims, Javon",6027,215,31 1/2,9 1/4,"33.5""","9'5""",WR,74.875,,,33.5,113
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6006,201.4,"32""",9 3/8,35.8,"10' 1/2""",NA,72.75,,,35.8,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"45""","11'7""",NA,NA,,,45,139
TE,"Akins, Jordan",6030,249,33 1/2,9 1/4,NA,NA,TE,75,,,NA,NA
TE,"Andrews, Mark",6051,256,32 1/2,9 1/2,NA,"9'5""",TE,77.125,,,NA,113
TE,"Baugh, Marcus",6034,247,33 1/2,10.0,"33""","9'9""",TE,75.5,,,33,117
TE,"Conklin, Tyler",6030,254,33,9 1/2,"38""","10'0""",TE,75,,,38,120
TE,"Dissly, Will",6036,262,33 1/4,9 3/4,NA,"9'3""",TE,75.75,,,NA,111
TE,"Fumagalli, Troy",6046,247,34 1/8,10 1/4,NA,NA,TE,76.75,,,NA,NA
TE,"Gesicki, Mike",6054,247,34 1/8,10 1/4,"41.5""","10'9""",TE,77.5,,,41.5,129
TE,"Goedert, Dallas",6045,256,34,10.0,NA,NA,TE,76.625,,,NA,NA
TE,"Herndon, Chris",6036,253,32 7/8,9 1/4,NA,NA,TE,75.75,,,NA,NA
TE,"Hurst, Hayden",6044,250,32 3/4,9 3/4,NA,"10'0""",TE,76.5,,,NA,120
TE,"Izzo, Ryan",6045,256,32 1/8,9.0,"33""","9'2""",TE,76.625,,,33,110
TE,"Samuels, Jaylen",5114,225,31 3/8,9 1/4,"34.5""","10'1""",TE,71.5,,,34.5,121
TE,"Schultz, Dalton",6053,244,31 1/4,9 1/2,NA,"10'0""",TE,77.375,,,NA,120
TE,"Smythe, Durham",6053,253,31 3/4,9 1/4,NA,"9'2""",TE,77.375,,,NA,110
TE,"Thomas, Ian",6035,259,32 1/2,10.0,"36""","9'3""",TE,75.625,,,36,111
TE,"Thomas, Jordan",6054,265,34 1/8,11.0,NA,"10'3""",TE,77.5,,,NA,123
TE,"Wells, David",6060,255,32 1/4,9 5/8,"33""","9'8""",TE,78,,,33,116
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6044,253.2,33 1/8,"10""","33 1/2""","9'7""",NA,76.5,,,NA,115
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"43.5""","11'2""",NA,NA,,,43.5,134
OL,"Allen, Brian",6010,300,32 3/8,9 1/4,"26""","8'3""",OL,73,,,26,99
OL,"Bright, David",6050,299,33 1/4,10 1/4,NA,NA,OL,77,,,NA,NA
OL,"Brown, Orlando",6077,345,35,9 3/4,"19.5""","6'10""",OL,79.875,,,19.5,82
OL,"Cappa, Alex",6056,305,32 5/8,9 1/4,"26.5""","8'1""",OL,77.75,,,26.5,97
OL,"Christian, Geron",6051,298,35 1/4,10 3/4,NA,NA,OL,77.125,,,NA,NA
OL,"Clapp, Will",6044,314,31 1/4,9 5/8,"29""","8'1""",OL,76.5,,,29,97
OL,"Cole, Mason",6041,305,32 1/8,9 5/8,"23.5""","8'8""",OL,76.125,,,23.5,104
OL,"Corbett, Austin",6043,306,33 1/8,10 1/2,"28""","8'10""",OL,76.375,,,28,106
OL,"Crosby, Tyrell",6045,309,35,10 3/4,"30""","8'9""",OL,76.625,,,30,105
OL,"Daniels, James",6033,306,33 3/4,9 1/2,"30.5""","9'0""",OL,75.375,,,30.5,108
OL,"Demby, Jamil",6044,335,33 3/4,10 3/4,"23.5""","8'2""",OL,76.5,,,23.5,98
OL,"Gates, Nick",6053,295,32,10 1/4,"24""","7'10""",OL,77.375,,,24,94
OL,"Gossett, Colby",6047,315,33 7/8,10 7/8,"25""","8'7""",OL,76.875,,,25,103
OL,"Harrison, Des",6060,292,34,10 3/8,NA,NA,OL,78,,,NA,NA
OL,"Hearn, Taylor",6040,330,32 1/2,8 3/4,"24""","8'0""",OL,76,,,24,96
OL,"Hernandez, Will",6023,327,"32""",9 7/8,"24""","8'8""",OL,74.375,,,24,104
OL,"Jones, Jamarco",6040,299,35 1/8,9 1/2,"24""","8'6""",OL,76,,,24,102
OL,"Jones, Sam",6045,290,31,9 1/2,"27""","8'5""",OL,76.625,,,27,101
OL,"Jones-Smith, Jaryd",6064,317,36 1/4,10,"27""","9'1""",OL,78.5,,,27,109
OL,"Leonard, Rick",6070,305,32 1/4,9 1/4,NA,NA,OL,79,,,NA,NA
OL,"Madison, Cole",6050,313,32 1/2,10 3/8,"28.5""","8'1""",OL,77,,,28.5,97
OL,"Malone, K.J.",6035,321,33 1/2,9 1/4,"29.5""","8'7""",OL,75.625,,,29.5,103
OL,"McDermott, K.C.",6055,300,32 1/2,9 3/4,"23.5""","8'1""",OL,77.625,,,23.5,97
OL,"McGlinchey, Mike",6077,309,34,10,"28.5""","8'9""",OL,79.875,,,28.5,105
OL,"Miller, Kolton",6085,309,34,10 3/4,"31.5""","10'1""",OL,80.625,,,31.5,121
OL,"Nelson, Quenton",6050,325,33 3/4,10 3/8,"26.5""","8'9""",OL,77,,,26.5,105
OL,"Noteboom, Joe",6050,309,34 3/8,9 5/8,"24""","8'6""",OL,77,,,24,102
OL,"Okorafor, Chukwuma",6060,320,34 1/2,10 1/4,"23.5""","8'6""",OL,78,,,23.5,102
OL,"O'Neill, Brian",6067,297,34,9 3/8,"29.5""","8'11""",OL,78.875,,,29.5,107
OL,"Parker, Brandon",6075,305,35,9 7/8,"28.5""","9'5""",OL,79.625,,,28.5,113
OL,"Parris, Timon",6060,320,33 7/8,9 3/8,NA,NA,OL,78,,,NA,NA
OL,"Phillips, Skyler",6026,324,33,9 1/2,"29""","8'8""",OL,74.75,,,29,104
OL,"Price, Billy",6036,305,32,9 3/4,NA,NA,OL,75.75,,,NA,NA
OL,"Quessenberry, Scott",6035,315,31 3/4,9 3/4,"33.5""","9'3""",OL,75.625,,,33.5,111
OL,"Ragnow, Frank",6051,312,33 1/8,9 3/8,NA,NA,OL,77.125,,,NA,NA
OL,"Rankin, Martinas",6043,308,33 3/4,10 1/8,NA,NA,OL,76.375,,,NA,NA
OL,"Richardson, Will",6055,306,35 1/4,9 7/8,"31.5""","9'0""",OL,77.625,,,31.5,108
OL,"Senat, Greg",6062,305,34 7/8,9 78,"26""","8'10""",OL,78.25,,,26,106
OL,"Shelton, Coleman",6030,295,31 1/2,8 1/2,"26.5""","9'2""",OL,75,,,26.5,110
OL,"Smith, Braden",6062,315,32 1/4,9 3/8,"33.5""","9'5""",OL,78.25,,,33.5,113
OL,"Taylor, Rod",6027,321,34 1/4,9 3/4,"30.5""","8'3""",OL,74.875,,,30.5,99
OL,"Teller, Wyatt",6044,301,34,10 1/2,"29""","9'6""",OL,76.5,,,29,114
OL,"Toth, Brett",6060,305,33 3/8,10 1/4,NA,NA,OL,78,,,NA,NA
OL,"Uhatafe, Leka",6050,295,33,10 1/4,"28""","9'1""",OL,77,,,28,109
OL,"Weathersby, Toby",6043,317,33 1/4,10 1/4,"24.5""","8'10""",OL,76.375,,,24.5,106
OL,"Welsh, Sean",6026,300,32,10 1/4,"25""","8'7""",OL,74.75,,,25,103
OL,"Williams, Connor",6051,296,33,10 1/2,"34""","9'4""",OL,77.125,,,34,112
OL,"Wynn, Isaiah",6023,313,33 3/8,8 1/2,NA,NA,OL,74.375,,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Hi,NA,6056,315.1,34 1/8,10 1/8,"28.4""","8'6.5""",NA,77.75,,,28.4,102.5
NA,NA,6040,315.5,33 1/2,"10""","27.9""","8'5""",NA,76,,,27.9,101
NA,NA,6032,302.8,32 3/4,"9 7/8""","28.8""","8'6""",NA,75.25,,,28.8,102
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA
Re,NA,NA,NA,NA,NA,"35.5""","9'10""",NA,NA,,,35.5,118
DL,"Atkins, John",6027,321,34,9 1/4,"24""","7'5""",DL,74.875,,,24,89
