Position.x,Name,Weight.x,Converted_Height,Converted_Arm,Converted_Hand,Converted_Vertical,Converted_Broad,Source_File,Link,Height,Weight.y,Dash40,Shuttle20,Vertical,Position.y,SPARQ,Power_Throw
WR,Bryan Edwards,212,74.75,32.25,9.5,NA,NA,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/198981/bryan-edwards,75,209,4.53,4.31,37.7,wr,NA,NA
WR,Tee Higgins,216,75.625,34.125,9.25,NA,NA,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/205014/tee-higgins,77,191,4.75,4.23,34,wr,NA,NA
WR,K.J. Hill,196,71.875,29.125,9.25,32.5,114,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/182001/kj-hill,73,194,4.59,3.93,37.1,wr,NA,NA
WR,Van Jefferson,200,73.5,32.75,9.125,NA,NA,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/187248/van-jefferson,74,175,NA,4.53,NA,wr,NA,NA
WR,Jauan Jennings,215,75.125,31.625,9,29,119,5,https://www.espn.com/college-sports/football/recruiting/player/_/id/187883/jauan-jennings,75,186,NA,4.56,31.6,at,NA,29.5
WR,Jerry Jeudy,193,73,32.125,9.5,35,120,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/203573/jerry-jeudy,73,180,4.55,4.2,37.4,wr,NA,NA
WR,Juwan Johnson,230,76,34.25,10.5,33,124,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/181490/juwan-johnson,77,212,4.77,4.31,31.1,wr,NA,NA
WR,Donovan Peoples-Jones,212,73.625,33.5,10.125,44.5,139,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/198994/donovan-peoples-jones,74,200,4.45,4.18,38.8,wr,NA,NA
WR,Jalen Reagor,206,70.625,31.375,9.5,42,138,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/209865/jalen-reagor,71,183,4.41,4.43,38.4,wr,NA,NA
WR,Freddie Swain,197,72.25,30.625,9,36.5,124,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/191068/freddie-swain,72,185,4.75,4.27,33.7,wr,NA,NA
WR,Jeff Thomas,170,68.875,30.375,8.375,36.5,125,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/190268/jeff-thomas,70,170,4.38,NA,NA,wr,NA,NA
TE,Devin Asiasi,257,75,33.25,9.75,30.5,115,100,https://www.espn.com/college-sports/football/recruiting/player/_/id/198977/devin-asiasi,77,272,5.08,4.61,31.1,ti,NA,NA
TE,Hunter Bryant,248,74.25,32,10,32.5,115,94,https://www.espn.com/college-sports/football/recruiting/player/_/id/216579/hunter-bryant,75,238,4.82,4.35,32.8,te,NA,NA
TE,Sean McKeon,242,77,33.5,9.125,NA,NA,100,https://www.espn.com/college-sports/football/recruiting/player/_/id/209066/sean-mckeon,77,227,4.69,4.58,36.2,ti,NA,NA
TE,Colby Parkinson,252,79.25,33.25,9.625,32.5,109,101,https://www.espn.com/college-sports/football/recruiting/player/_/id/208407/colby-parkinson,79,228,4.86,4.47,31.5,ti,NA,NA
TE,Jared Pinkney,257,76,32.875,10.5,NA,NA,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/196106/jared-pinkney,77,224,5.06,4.51,31,wr,NA,NA
TE,Stephen Sullivan,248,76.875,35.375,10.125,36.5,123,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/193738/stephen-sullivan,77,230,4.72,4.6,33,wr,NA,NA
TE,Charlie Woerner,244,76.625,31.125,9.5,34.5,120,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/186957/charlie-woerner,77,220,4.76,4.44,31,at,95.58,39
RB,Salvon Ahmed,197,70.875,29.25,8.75,34.5,120,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/204783/salvon-ahmed,72,191,4.32,4.04,35.7,rb,NA,NA
RB,Cam Akers,217,70.375,30.625,9,35.5,122,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/197055/cam-akers,71,213,4.41,4.09,40.6,rb,NA,NA
RB,Eno Benjamin,207,68.875,31.25,8.625,39,122,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/208126/eno-benjamin,70,203,4.7,4.1,32.8,rb,NA,NA
RB,J.K. Dobbins,209,69.5,29.75,9.5,NA,NA,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/202557/jk-dobbins,70,201,4.44,4.09,43.1,rb,NA,NA
RB,Clyde Edwards-Helaire,207,67.25,29,9.625,39.5,123,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/210428/clyde-edwards-helaire,68,201,4.47,4.04,39.8,rb,NA,NA
RB,Anthony McFarland,208,68.125,30.375,8.875,29.5,116,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/203953/anthony-mcfarland,69,203,4.53,4.04,32.8,rb,NA,NA
RB,Zack Moss,223,69.375,31.25,9.25,33,NA,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/195592/zack-moss,70,200,4.76,4.38,33.5,rb,NA,NA
RB,Sewo Olonilua,232,74.625,32.125,10,36,123,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/195440/sewo-olonilua,75,219,4.75,4.23,36.3,at,114.51,41
RB,J.J. Taylor,185,65.25,28.75,8.5,35.5,118,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/194742/jj-taylor,65,160,4.7,4.09,35.8,rb,NA,NA
RB,Jonathan Taylor,226,70.25,31.125,9.5,36,123,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/213013/jonathan-taylor,71,208,4.42,4.3,34.4,rb,NA,NA
RB,Patrick Taylor,217,73.5,32.25,9.375,34,123,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/209387/patrick-taylor,74,209,4.65,4.23,32.5,rb,NA,NA
OT,Tremayne Anchrum,314,73.875,33.625,9.625,24.5,104,47,https://www.espn.com/college-sports/football/recruiting/player/_/id/209001/tremayne-anchrum,75,257,5.14,4.76,23.4,og,NA,NA
OG,Ben Bredeson,315,76.625,31.125,10.125,NA,NA,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/196781/ben-bredeson,77,293,5.31,5.03,23.8,ot,NA,NA
OC,Cohl Cabral,300,76.875,32.25,10,NA,NA,20,https://www.espn.com/college-sports/football/recruiting/player/_/id/208396/cohl-cabral,77,250,5.17,4.63,28.6,ce,NA,NA
OT,Saahdiq Charles,321,76.125,33,10,NA,NA,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/218402/saahdiq-charles,77,320,5.21,4.7,27,og,NA,NA
OT,Ezra Cleveland,311,78,33.375,9,30,111,33,https://www.espn.com/college-sports/football/recruiting/player/_/id/211854/ezra-cleveland,78,293,5.31,4.87,25.3,dt,NA,NA
OC,Jake Hanson,303,76.375,32.75,9.25,NA,NA,60,https://www.espn.com/college-sports/football/recruiting/player/_/id/199524/jake-hanson,76,288,5.6,5.09,25,ot,NA,NA
OC,Nick Harris,302,72.875,32.125,9.75,29.5,103,20,https://www.espn.com/college-sports/football/recruiting/player/_/id/204549/nick-harris,73,272,5.41,4.76,28.8,ce,NA,NA
OG,Cordel Iwuagwu,309,74.875,33.75,9.625,27,94,46,https://www.espn.com/college-sports/football/recruiting/player/_/id/180811/cordel-iwuagwu,75,285,NA,4.9,22,og,NA,NA
OG,Jonah Jackson,306,75.5,33.5,10.5,26,98,60,https://www.espn.com/college-sports/football/recruiting/player/_/id/192823/jonah-jackson,77,290,5.36,4.9,25.6,ot,NA,NA
OT,Kyle Murphy,316,75.25,33.875,10,28,104,57,https://www.espn.com/college-sports/football/recruiting/player/_/id/111645/kyle-murphy,78,270,5.31,4.52,28.3,ot,NA,NA
OT,Lucas Niang,315,78,34.25,10.5,NA,NA,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/209109/lucas-niang,77,312,5.6,5.18,23.2,ot,NA,NA
OC,Cesar Ruiz,307,74.75,33.125,11,33,113,21,https://www.espn.com/college-sports/football/recruiting/player/_/id/211205/cesar-ruiz,75,321,5.26,4.66,28.7,ce,NA,NA
OT,Andrew Thomas,315,77.125,36.125,10.25,30.5,109,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/208011/andrew-thomas,77,326,5.35,4.61,28.1,ot,NA,NA
OT,Calvin Throckmorton,317,77,32.5,9.5,27,97,60,https://www.espn.com/college-sports/football/recruiting/player/_/id/171189/calvin-throckmorton,77,270,NA,NA,24,ot,NA,NA
OC,Darryl Williams,304,74.375,32.125,9.75,25.5,102,46,https://www.espn.com/college-sports/football/recruiting/player/_/id/188426/darryl-williams,76,312,5.77,5.08,23.1,og,NA,NA
OT,Jedrick Wills,312,76.25,34.25,10,34.5,113,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/208204/jedrick-wills,77,318,5.19,4.75,26.3,og,NA,NA
OT,Isaiah Wilson,350,78.5,35.5,10.25,29,110,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/207958/isaiah-wilson,79,354,5.6,5.23,26,ot,NA,NA
OT,Tristan Wirfs,320,76.875,34,10.25,36.5,121,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/212155/tristan-wirfs,77,290,5.29,5.03,25,ot,NA,NA
DT,McTelvin Agim,309,74.625,33.5,10.125,NA,NA,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/195544/mctelvin-agim,75,268,4.88,4.49,30.7,dl,96.87,NA
DT,Ross Blacklock,290,75.125,32.375,9.75,29,107,33,https://www.espn.com/college-sports/football/recruiting/player/_/id/202987/ross-blacklock,75,326,5.32,4.61,25.1,dt,NA,NA
DT,Derrick Brown,326,76.625,34.25,9,27,108,33,https://www.espn.com/college-sports/football/recruiting/player/_/id/195914/derrick-brown,76,322,5.28,4.82,23.1,dt,NA,NA
DT,Carlos Davis,313,74,32,9.625,NA,NA,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/189029/carlos-davis,74,270,NA,4.35,32,dt,NA,NA
DT,Khalil Davis,308,73,31.5,9.75,NA,NA,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/189148/khalil-davis,74,260,NA,4.5,33,dt,NA,NA
DE,Raekwon Davis,311,78.125,33.875,11,28,111,33,https://www.espn.com/college-sports/football/recruiting/player/_/id/203217/raekwon-davis,80,318,5.49,4.84,26.2,dt,NA,NA
DT,Jordan Elliott,302,75.875,32.375,10.25,27.5,NA,33,https://www.espn.com/college-sports/football/recruiting/player/_/id/203959/jordan-elliott,76,301,NA,4.35,25.3,dt,NA,NA
DE,Jonathan Garvin,263,76.125,34,9.625,36,125,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/220060/jonathan-garvin,76,222,4.87,4.4,36.2,dl,97.89,NA
NT,DaVon Hamilton,320,75.5,33,9.75,29.5,102,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/175798/davon-hamilton,76,285,5.62,4.91,25.7,dt,NA,NA
DE,Trevon Hill,248,74.875,32.375,9.25,28,113,25,https://www.espn.com/college-sports/football/recruiting/player/_/id/189019/trevon-hill,76,212,4.98,4.63,32.7,dl,78.36,NA
DE,James Lynch,289,75.625,31.875,9.875,29,111,34,https://www.espn.com/college-sports/football/recruiting/player/_/id/216295/james-lynch,77,282,4.97,4.3,29.3,dt,NA,NA
DE,Julian Okwara,252,76.25,34.375,10.25,NA,NA,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/201258/julian-okwara,76,216,5.14,4.63,31.5,dl,52.23,NA
DE,Chauncey Rivers,262,74,32.875,9.75,30.5,106,25,https://www.espn.com/college-sports/football/recruiting/player/_/id/181913/chauncey-rivers,75,252,NA,4.5,27.8,dl,NA,NA
DE,Alton Robinson,264,74.75,32.375,9.25,35.5,119,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/208804/alton-robinson,75,220,4.84,4.6,32.1,dl,73.53,NA
DE,Qaadir Sheppard,261,74.875,32.75,10,31.5,115,92,https://www.espn.com/college-sports/football/recruiting/player/_/id/183336/qaadir-sheppard,75,239,4.98,4.31,29.7,te,NA,NA
DT,Jason Strowbridge,275,76.25,32.375,10.125,31,113,25,https://www.espn.com/college-sports/football/recruiting/player/_/id/188743/jason-strowbridge,76,247,5.01,4.6,31,dl,84.75,NA
DE,Chase Young,264,76.875,33.75,10,NA,NA,27,https://www.espn.com/college-sports/football/recruiting/player/_/id/212159/chase-young,77,226,4.94,4.46,30.3,dl,92.31,NA
ILB,Markus Bailey,235,72.125,31.5,9.375,NA,NA,53,https://www.espn.com/college-sports/football/recruiting/player/_/id/188446/markus-bailey,73,215,NA,NA,33,ol,NA,NA
OLB,Zack Baun,238,74.375,32.75,9.625,32.5,115,67,https://www.espn.com/college-sports/football/recruiting/player/_/id/197652/zack-baun,74,204,4.76,4.59,30.4,qb,NA,NA
ILB,Jordan Brooks,240,72,32.875,9.125,NA,NA,32,https://www.espn.com/college-sports/football/recruiting/player/_/id/198100/jordan-brooks,76,256,NA,4.88,24.2,dt,NA,NA
OLB,Cameron Brown,233,77.25,34,9.5,35.5,123,54,https://www.espn.com/college-sports/football/recruiting/player/_/id/206040/cameron-brown,77,199,NA,4.56,32,ol,NA,NA
OLB,Nick Coe,280,76.625,33.75,10.25,29,116,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/205693/nick-coe,78,269,4.76,4.67,26.7,dl,88.38,NA
OLB,Carter Coughlin,236,75.125,31.375,9.5,36,126,40,https://www.espn.com/college-sports/football/recruiting/player/_/id/204687/carter-coughlin,76,212,4.53,4.16,36.1,il,NA,NA
OLB,Michael Divinity,242,73.625,33.625,9.5,31,115,54,https://www.espn.com/college-sports/football/recruiting/player/_/id/197336/michael-divinity,74,213,4.83,4.47,29.6,ol,NA,NA
ILB,Troy Dye,231,75.25,32.25,9.375,NA,NA,89,https://www.espn.com/college-sports/football/recruiting/player/_/id/206075/troy-dye,75,211,4.61,4.46,31.8,s_,NA,NA
OLB,Khaleke Hudson,224,71,29.375,10,33,120,89,https://www.espn.com/college-sports/football/recruiting/player/_/id/204566/khaleke-hudson,71,200,4.61,4.43,35.3,s_,NA,NA
ILB,Clay Johnston,227,73,30.5,8.75,NA,NA,53,https://www.espn.com/college-sports/football/recruiting/player/_/id/197102/clay-johnston,74,200,4.78,4.07,39.2,ol,NA,NA
OLB,Terrell Lewis,262,77.25,33.875,9.875,37,124,52,https://www.espn.com/college-sports/football/recruiting/player/_/id/132431/terrell-lewis,74,206,4.75,4.37,32.6,ol,NA,NA
ILB,Kamal Martin,240,74.875,34,10.125,NA,NA,75,https://www.espn.com/college-sports/football/recruiting/player/_/id/211125/kamal-martin,75,203,4.82,4.69,30.6,qb,NA,NA
ILB,Kenneth Murray,241,74.5,32.75,9.5,38,129,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/210431/kenneth-murray,74,215,4.68,4.34,34.6,ol,NA,NA
ILB,Michael Pinckney,235,71.125,32.375,10,NA,NA,40,https://www.espn.com/college-sports/football/recruiting/player/_/id/195931/michael-pinckney,72,213,NA,NA,NA,il,NA,NA
ILB,Shaquille Quarterman,234,72.5,31.625,9.125,31,120,40,https://www.espn.com/college-sports/football/recruiting/player/_/id/181809/shaquille-quarterman,73,239,NA,NA,28.1,il,NA,NA
ILB,Patrick Queen,229,72.25,31.625,10,35,125,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/208378/patrick-queen,73,209,4.72,4.38,37.4,rb,NA,NA
LB/SS,Isaiah Simmons,238,75.625,33.375,9.625,39,132,89,https://www.espn.com/college-sports/football/recruiting/player/_/id/205098/isaiah-simmons,76,211,4.75,4.52,36.9,s_,NA,NA
ILB,Evan Weaver,237,74.125,31.625,9.625,32,117,26,https://www.espn.com/college-sports/football/recruiting/player/_/id/206450/evan-weaver,74,240,4.75,4.64,30,dl,101.91,NA
CB,Trajan Bandy,180,67.75,29.875,9,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/204787/trajan-bandy,70,182,4.51,4.23,35.1,cb,111.96,NA
CB,Essang Bassey,191,69.375,31,7.875,39.5,128,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/197006/essang-bassey,69,174,4.6,4.18,40.8,cb,99.45,NA
FS,Myles Bryant,183,67.875,29.5,9.125,31.5,115,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/193741/myles-bryant,68,168,4.69,4.16,30.2,at,NA,35
CB,Cameron Dantzler,188,74.25,30.625,9,34.5,NA,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/197177/cameron-dantzler,74,165,4.62,4.38,33.1,at,80.97,32.5
CB,Kristian Fulton,197,71.625,30.625,9.125,35.5,123,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/198935/kristian-fulton,72,172,NA,4.29,37.4,cb,NA,NA
CB,Harrison Hand,197,71.125,31.75,9.125,41,133,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/212058/harrison-hand,72,183,4.4,4.42,40.8,cb,120.33,NA
CB,Lavert Hill,190,70,30.875,9.125,NA,NA,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/200650/lavert-hill,70,176,4.41,4.1,33.2,cb,106.71,NA
CB,Darnay Holmes,195,69.75,29.5,9.25,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/194771/darnay-holmes,70,195,4.32,4.09,33.6,cb,128.91,NA
CB,Lamar Jackson,208,74,32.25,9.5,36.5,122,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/206195/lamar-jackson,75,209,NA,NA,36.2,at,NA,30.5
CB,Lamar Jackson,208,74,32.25,9.5,36.5,122,67,https://www.espn.com/college-sports/football/recruiting/player/_/id/188724/lamar-jackson,75,202,4.77,4.44,31.6,qb,NA,NA
CB,Jaylon Johnson,193,71.875,31.375,9.375,36.5,124,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/214389/jaylon-johnson,73,181,4.47,4,39.7,cb,136.53,NA
CB,Amik Robertson,187,68.375,30.25,9,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/197362/amik-robertson,70,170,4.62,4.35,34.6,cb,84.54,NA
CB,Stanford Samuels,187,73,31.75,10.125,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/195624/stanford-samuels,74,171,NA,4.24,NA,cb,NA,NA
CB,Josiah Scott,185,69.25,29.375,8.75,NA,NA,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/212188/josiah-scott,70,170,4.83,3.93,34.6,cb,89.37,NA
CB,A.J. Terrell,195,73.125,31.25,9,34.5,129,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/207969/aj-terrell,74,179,4.54,4.07,37,cb,102.93,NA
FS,Julian Blackmon,187,71.75,31,9,NA,NA,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/213825/julian-blackmon,72,167,4.52,4.25,31.3,at,97.65,37
SS,Terrell Burgess,202,71.375,29.5,9.25,33.5,122,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/208479/terrell-burgess,72,178,4.78,4.27,27.8,cb,73.2,NA
CB,Shyheim Carter,194,70.5,29.625,9.5,NA,NA,13,https://www.espn.com/college-sports/football/recruiting/player/_/id/189694/shyheim-carter,72,177,4.5,4.03,34.2,cb,110.55,NA
FS,Kamren Curl,206,73.375,32.625,8.5,34.5,125,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/209765/kamren-curl,74,176,4.56,4.15,36.3,at,100.23,32
FS,Grant Delpit,213,74.5,30.375,9.125,NA,NA,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/212035/grant-delpit,76,189,4.52,4.04,36.6,s_,NA,NA
FS,Jalen Elliott,205,72.375,31.75,9.125,34,125,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/206081/jalen-elliott,73,181,NA,4.36,32.5,at,NA,36
FS,Jordan Fuller,203,73.875,31,9,35.5,122,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/171330/jordan-fuller,74,205,4.51,4.4,32.8,at,90.96,30.5
SS,Jaylinn Hawkins,208,72.625,31.75,9.5,35.5,117,106,https://www.espn.com/college-sports/football/recruiting/player/_/id/178541/jaylinn-hawkins,71,180,NA,4.34,29,wr,NA,NA
SS,Brandon Jones,198,71.125,30.125,8.75,NA,NA,89,https://www.espn.com/college-sports/football/recruiting/player/_/id/189798/brandon-jones,72,193,4.56,4.35,34,s_,NA,NA
SS,Xavier McKinney,201,72.375,30.875,8.625,36,122,90,https://www.espn.com/college-sports/football/recruiting/player/_/id/216462/xavier-mckinney,73,196,4.59,4.21,36.7,s_,NA,NA
FS,Chris Miller,190,71.25,29.875,9,35.5,133,14,https://www.espn.com/college-sports/football/recruiting/player/_/id/209723/chris-miller,71,173,4.5,4.1,40.2,cb,118.77,NA
FS,Chris Miller,190,71.25,29.875,9,35.5,133,89,https://www.espn.com/college-sports/football/recruiting/player/_/id/198799/chris-miller,72,180,4.57,4.01,38.6,s_,NA,NA
SS,Antoine Winfield Jr.,203,69.125,30.125,9.5,36,124,89,https://www.espn.com/college-sports/football/recruiting/player/_/id/190668/antoine-winfield-jr,69,183,NA,4.16,32.8,s_,NA,NA
QB,Shane Buechele,210,72.25,30.25,9.375,30,114,75,https://www.espn.com/college-sports/football/recruiting/player/_/id/194699/shane-buechele,73,185,4.79,4.31,33.5,qb,NA,NA
QB,Sam Ehlinger,220,73.125,30.375,9.75,36.5,114,69,https://www.espn.com/college-sports/football/recruiting/player/_/id/210441/sam-ehlinger,74,222,4.83,4.32,31.1,qb,NA,NA
QB,Mac Jones,217,74.625,32.625,9.75,32,116,76,https://www.espn.com/college-sports/football/recruiting/player/_/id/208789/mac-jones,75,180,4.91,4.33,30.9,qb,NA,NA
QB,Davis Mills,217,75.75,31.375,9.5,32,110,76,https://www.espn.com/college-sports/football/recruiting/player/_/id/208714/davis-mills,76,198,NA,4.32,32.7,qb,NA,NA
QB,Kellen Mond,211,74.625,33.5,9.375,NA,NA,69,https://www.espn.com/college-sports/football/recruiting/player/_/id/208176/kellen-mond,75,202,4.81,4.55,30,qb,NA,NA
QB,Jamie Newman,234,74.875,30.5,9.75,NA,NA,68,https://www.espn.com/college-sports/football/recruiting/player/_/id/196851/jamie-newman,76,237,4.76,4.47,31.2,qb,NA,NA
QB,Kyle Trask,236,77.25,33,10.125,31.5,113,75,https://www.espn.com/college-sports/football/recruiting/player/_/id/209421/kyle-trask,78,211,5.12,4.5,28.5,qb,NA,NA
WR,Jhamon Ausbon,217,74.375,32.375,9.875,33,118,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/212001/jhamon-ausbon,75,217,4.67,4.15,34.2,wr,NA,NA
WR,Simi Fehoko,222,75.875,31.625,10.25,34.5,120,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/201861/simi-fehoko,76,186,4.52,4.12,35.9,wr,NA,NA
WR,Trevon Grimes,220,76,31.375,9.625,35,118,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/199230/trevon-grimes,76,202,4.47,4.01,33.8,wr,NA,NA
WR,Javon McKinley,215,73.75,33,9.75,32.5,NA,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/189296/javon-mckinley,74,206,4.78,4.47,34.7,wr,NA,NA
WR,Tre Nixon,187,72.125,31.75,9.125,35.5,125,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/197552/tre-nixon,73,166,4.39,4.16,35,wr,NA,NA
WR,Cornell Powell,204,72.25,32.75,10,36.5,128,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/201910/cornell-powell,73,200,4.64,4.31,35.9,wr,NA,NA
WR,Amari Rodgers,212,70,30.375,9.5,33,121,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/204013/amari-rodgers,70,209,4.49,4.27,38.1,wr,NA,NA
WR,Brandon Smith,218,73.375,34.25,9.375,39,130,58,https://www.espn.com/college-sports/football/recruiting/player/_/id/134001/brandon-smith,79,335,5.99,5.57,21.1,ot,NA,NA
WR,Kadarius Toney,193,71.625,31.25,9.25,39.5,136,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/218360/kadarius-toney,72,177,4.69,4.43,41.4,at,109.44,40
WR,Tyler Vaughns,184,74,32.875,9.5,31.5,120,107,https://www.espn.com/college-sports/football/recruiting/player/_/id/194758/tyler-vaughns,74,180,NA,4.2,32.5,wr,NA,NA
WR,Tylan Wallace,194,71.375,30.375,9.75,33,112,108,https://www.espn.com/college-sports/football/recruiting/player/_/id/208716/tylan-wallace,72,182,4.58,4.2,34.1,wr,NA,NA
TE,Nick Eubanks,245,76.5,33.25,9.75,34,120,93,https://www.espn.com/college-sports/football/recruiting/player/_/id/206083/nick-eubanks,77,215,4.69,4.46,33.3,te,NA,NA
TE,Luke Farrell,251,77.5,33,9.25,36.5,118,100,https://www.espn.com/college-sports/football/recruiting/player/_/id/195311/luke-farrell,78,244,4.95,4.36,32.4,ti,NA,NA
TE,Noah Gray,240,75,31.625,9.375,35,115,7,https://www.espn.com/college-sports/football/recruiting/player/_/id/221823/noah-gray,77,224,4.81,4.64,28.9,at,93.24,41
RB,Rakeem Boyd,213,71.375,32.5,8.625,32.5,98,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/188473/rakeem-boyd,71,198,4.59,4.16,35.6,rb,NA,NA
RB,Gary Brightwell,218,70.75,31,9.375,34.5,118,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/221725/gary-brightwell,71,188,NA,NA,30.6,rb,NA,NA
RB,Michael Carter,201,67.875,29.125,8.75,34,119,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/197053/michael-carter,70,193,4.71,4.18,36.8,rb,NA,NA
RB,Travis Etienne,215,70.125,30.125,9.375,33.5,128,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/220471/travis-etienne,71,199,4.43,4.33,37.3,rb,NA,NA
RB,Chris Evans,211,71,32.5,10,40.5,127,82,https://www.espn.com/college-sports/football/recruiting/player/_/id/204692/chris-evans,71,194,4.66,4.18,36.2,rb,NA,NA
RB,Demetric Felton,189,68.625,31.375,9.375,31.5,114,6,https://www.espn.com/college-sports/football/recruiting/player/_/id/207847/demetric-felton,69,178,4.62,4.03,36.1,at,109.56,36
RB,Najee Harris,232,73.375,33.375,10.25,NA,NA,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/203572/najee-harris,75,226,4.66,4.16,32.2,rb,NA,NA
RB,Kylin Hill,214,70.5,30.5,9.625,36,122,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/210461/kylin-hill,71,205,4.64,4.3,37.6,rb,NA,NA
FB,Ben Mason,246,74.75,32.625,9.375,37.5,117,55,https://www.espn.com/college-sports/football/recruiting/player/_/id/211197/ben-mason,75,247,4.88,4.27,29.3,ol,NA,NA
RB,Trey Sermon,215,72.375,33.375,9.375,37,125,83,https://www.espn.com/college-sports/football/recruiting/player/_/id/210072/trey-sermon,73,214,NA,4.27,34.7,rb,NA,NA
OG,Jack Anderson,309,76.125,31.625,10,NA,NA,48,https://www.espn.com/college-sports/football/recruiting/player/_/id/197308/jack-anderson,77,302,5.3,4.69,26,og,NA,NA
OT,Josh Ball,308,79.375,35,10,27.5,106,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/198199/josh-ball,80,323,5.58,4.81,21.9,ot,NA,NA
OG,Aaron Banks,325,77.375,33.125,10.125,31,100,62,https://www.espn.com/college-sports/football/recruiting/player/_/id/211185/aaron-banks,79,344,5.64,4.91,23.8,ot,NA,NA
OG,Ben Cleveland,343,78.25,33.75,9.75,28,102,47,https://www.espn.com/college-sports/football/recruiting/player/_/id/181878/ben-cleveland,79,314,5.11,4.97,25.8,og,NA,NA
OT,Jake Curhan,316,77.875,33,10.25,24,102,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/199642/jake-curhan,79,310,5.67,5.22,21.8,ot,NA,NA
C,Landon Dickerson,333,77.625,33.25,10.375,NA,NA,61,https://www.espn.com/college-sports/football/recruiting/player/_/id/204919/landon-dickerson,77,306,5.28,4.79,27.3,ot,NA,NA
